| Series   |   Mass | EOS   |   trise |    kpush |    xi175 |    xi200 |    xi225 |   Outcome |   M_rem |   M_Fe |    M_CO |    M_He |     M_H |     E_exp |   t_bounce |    t_exp |    t_end |
| u        |   12.8 | TM1   |     0.4 | 4.12306  | 0.37616  | 0.184487 | 0.114048 |         0 | 1.61869 | 1.3837 |  2.4756 |  3.6238 |  9.1757 | 1.29956   |   0.308989 | 0.384288 | 6.98303  |
| s        |   11   | DD2   |     0.4 | 2.634    | 0.060217 | 0.010333 | 0        |         0 | 1.40814 | 1.228  |  1.7453 |  2.7758 |  7.8365 | 0.574335  |   0.228008 | 0.38828  | 5        |
| s        |   11.6 | DD2   |     0.4 | 2.662    | 0.072617 | 0.012568 | 0        |         0 | 1.37547 | 1.2175 |  1.7681 |  2.8211 |  8.3047 | 0.619164  |   0.20836  | 0.342243 | 5        |
| s        |   12.2 | DD2   |     0.4 | 3.453    | 0.198573 | 0.0853   | 0.035801 |         0 | 1.52266 | 1.5372 |  2.0765 |  3.1438 |  7.7852 | 0.723529  |   0.27897  | 0.482929 | 5        |
| s        |   12.8 | DD2   |     0.4 | 3.463    | 0.147598 | 0.086377 | 0.044884 |         0 | 1.43353 | 1.389  |  2.2465 |  3.3586 |  7.9062 | 0.904472  |   0.299499 | 0.283649 | 2.95843  |
| s        |   13.4 | DD2   |     0.4 | 4.077    | 0.369387 | 0.174493 | 0.106996 |         0 | 1.62187 | 1.4089 |  2.4376 |  3.5803 |  8.0052 | 1.13644   |   0.324514 | 0.403156 | 5        |
| s        |   13.8 | DD2   |     0.4 | 4.189    | 0.431117 | 0.201129 | 0.132591 |         0 | 1.64199 | 1.4245 |  2.5679 |  3.7163 |  8.1315 | 1.25438   |   0.330571 | 0.404638 | 5        |
| s        |   14.2 | DD2   |     0.4 | 4.298    | 0.516184 | 0.243757 | 0.160502 |         0 | 1.67487 | 1.4967 |  2.6779 |  3.8572 |  8.2247 | 1.40432   |   0.354043 | 0.395435 | 5        |
| s        |   14.8 | DD2   |     0.4 | 4.321    | 0.543192 | 0.269402 | 0.174655 |         0 | 1.69698 | 1.5414 |  2.8891 |  4.0645 |  8.4238 | 1.48337   |   0.338774 | 0.417547 | 5        |
| s        |   15.2 | DD2   |     0.4 | 4.311    | 0.563901 | 0.296777 | 0.202644 |         0 | 1.69258 | 1.4081 |  3.0028 |  4.2075 |  8.514  | 1.61403   |   0.316216 | 0.432989 | 5        |
| s        |   15.8 | DD2   |     0.4 | 4.304    | 0.380557 | 0.247848 | 0.190906 |         0 | 1.55171 | 1.3511 |  3.2084 |  4.4204 |  8.6878 | 1.29412   |   0.272594 | 0.418373 | 5        |
| s        |   16.2 | DD2   |     0.4 | 4.313    | 0.378451 | 0.255871 | 0.197134 |         0 | 1.55026 | 1.3635 |  3.3578 |  4.5607 |  8.8582 | 1.2846    |   0.27705  | 0.406546 | 5        |
| s        |   16.6 | DD2   |     0.4 | 4.291    | 0.343141 | 0.239475 | 0.184632 |         0 | 1.54033 | 1.3894 |  3.5041 |  4.7151 |  9.0017 | 1.22953   |   0.298169 | 0.372376 | 5        |
| s        |   17.2 | DD2   |     0.4 | 4.286    | 0.363553 | 0.236758 | 0.190243 |         0 | 1.55357 | 1.4179 |  3.7208 |  4.9364 |  9.1386 | 1.24362   |   0.30731  | 0.35265  | 5        |
| s        |   17.6 | DD2   |     0.4 | 4.289    | 0.3708   | 0.238404 | 0.190142 |         0 | 1.56814 | 1.4217 |  3.8356 |  5.0842 |  9.2617 | 1.25449   |   0.320203 | 0.33347  | 5        |
| s        |   18.2 | DD2   |     0.4 | 4.302    | 0.369843 | 0.246814 | 0.196549 |         0 | 1.55367 | 1.4061 |  4.1016 |  5.3274 |  9.2544 | 1.24154   |   0.306341 | 0.390936 | 5        |
| s        |   18.6 | DD2   |     0.4 | 4.301    | 0.35816  | 0.245833 | 0.194572 |         0 | 1.56038 | 1.4141 |  4.2436 |  5.4671 |  9.3863 | 1.22338   |   0.312768 | 0.355884 | 5        |
| s        |   19   | DD2   |     0.4 | 4.102    | 0.698988 | 0.371386 | 0.234853 |         0 | 1.77716 | 1.5878 |  4.3675 |  5.617  |  9.4176 | 1.58083   |   0.358827 | 0.428199 | 5        |
| s        |   19.6 | DD2   |     0.4 | 4.047    | 0.287181 | 0.168573 | 0.135405 |         0 | 1.58441 | 1.4663 |  4.8716 |  6.1388 |  7.2296 | 0.970644  |   0.370181 | 0.272158 | 5        |
| s        |   20.6 | DD2   |     0.4 | 3.482    | 0.935282 | 0.462657 | 0.330323 |         0 | 1.83932 | 1.5479 |  5.2285 |  6.4674 |  7.5618 | 1.17953   |   0.383475 | 0.414031 | 5        |
| s        |   21   | DD2   |     0.4 | 3.542    | 0.736269 | 0.455874 | 0.27172  |         0 | 1.81965 | 1.4629 |  5.4794 |  6.7847 |  6.2115 | 1.45462   |   0.356156 | 0.46379  | 4.50648  |
| s        |   21.4 | DD2   |     0.4 | 4.262    | 0.471657 | 0.325529 | 0.258698 |         0 | 1.633   | 1.5108 |  5.4004 |  6.6763 |  8.1202 | 1.34827   |   0.326843 | 0.413905 | 5        |
| s        |   22   | DD2   |     0.4 | 4.299    | 0.379029 | 0.244717 | 0.195353 |         0 | 1.57432 | 1.4417 |  5.6486 |  6.9499 |  7.4668 | 1.12448   |   0.330088 | 0.353637 | 2.14495  |
| s        |   22.4 | DD2   |     0.4 | 4.285    | 0.544686 | 0.314662 | 0.236955 |         0 | 1.67944 | 1.4893 |  5.7925 |  7.0661 |  7.6956 | 1.22813   |   0.361272 | 0.352275 | 2.16512  |
| s        |   25.8 | DD2   |     0.4 | 4.04     | 0.893873 | 0.384098 | 0.282176 |         0 | 1.80156 | 1.5563 |  7.4105 |  8.6594 |  3.7047 | 0.979045  |   0.393056 | 0.350997 | 5        |
| s        |   26.4 | DD2   |     0.4 | 4.232    | 0.589681 | 0.336997 | 0.254258 |         0 | 1.69594 | 1.5554 |  7.6243 |  8.8882 |  3.6574 | 0.99607   |   0.388872 | 0.318531 | 5        |
| s        |   27   | DD2   |     0.4 | 4.291    | 0.535001 | 0.311855 | 0.252095 |         0 | 1.67081 | 1.5074 |  7.196  |  9.0949 |  3.3552 | 0.974703  |   0.375314 | 0.341754 | 5        |
| s        |   10.8 | DD2   |     0.4 | 2.603    | 0.030235 | 0.007927 | 0        |         0 | 1.50061 | 1.2379 |  1.6983 |  2.708  |  7.7198 | 0.498384  |   0.258203 | 0.555633 | 5        |
| s        |   11.4 | DD2   |     0.4 | 2.69     | 0.081321 | 0.014791 | 0        |         0 | 1.3673  | 1.3299 |  1.8089 |  2.8711 |  8.1391 | 0.566946  |   0.24109  | 0.375868 | 2.02806  |
| s        |   12   | DD2   |     0.4 | 3.106    | 0.171221 | 0.05048  | 0.024314 |         0 | 1.47167 | 1.2737 |  1.9702 |  3.0103 |  7.9139 | 0.62682   |   0.223234 | 0.548841 | 5        |
| s        |   12.6 | DD2   |     0.4 | 3.752    | 0.207437 | 0.121478 | 0.044731 |         0 | 1.45244 | 1.2955 |  2.1882 |  3.2902 |  7.8501 | 0.99095   |   0.252599 | 0.349841 | 5        |
| s        |   13.2 | DD2   |     0.4 | 3.991    | 0.328595 | 0.158154 | 0.088727 |         0 | 1.60096 | 1.3909 |  2.3738 |  3.5051 |  7.987  | 1.07754   |   0.307879 | 0.407454 | 5        |
| s        |   13.6 | DD2   |     0.4 | 4.191    | 0.409003 | 0.201554 | 0.121099 |         0 | 1.63716 | 1.4239 |  2.5073 |  3.6495 |  8.0641 | 1.23805   |   0.323967 | 0.401331 | 5        |
| s        |   14   | DD2   |     0.4 | 4.252    | 0.475234 | 0.221382 | 0.146315 |         0 | 1.66141 | 1.4367 |  2.6208 |  3.7828 |  8.1835 | 1.33891   |   0.333592 | 0.399128 | 5        |
| s        |   14.6 | DD2   |     0.4 | 4.312    | 0.527058 | 0.255407 | 0.166631 |         0 | 1.68587 | 1.5455 |  2.8064 |  3.9893 |  8.3866 | 1.43897   |   0.355787 | 0.403196 | 5        |
| s        |   15   | DD2   |     0.4 | 4.321    | 0.567518 | 0.281197 | 0.191809 |         0 | 1.70718 | 1.5542 |  2.9373 |  4.127  |  8.5151 | 1.52799   |   0.339469 | 0.406741 | 5        |
| s        |   15.6 | DD2   |     0.4 | 4.313    | 0.461143 | 0.29549  | 0.205796 |         0 | 1.60438 | 1.3525 |  3.1335 |  4.35   |  8.6593 | 1.48984   |   0.272827 | 0.443246 | 5        |
| s        |   16   | DD2   |     0.4 | 4.279    | 0.342311 | 0.232932 | 0.180024 |         0 | 1.53718 | 1.3613 |  3.294  |  4.4907 |  8.7542 | 1.23652   |   0.28019  | 0.399808 | 5        |
| s        |   16.4 | DD2   |     0.4 | 4.272    | 0.343882 | 0.229868 | 0.185209 |         0 | 1.54027 | 1.3819 |  3.4399 |  4.6365 |  8.8972 | 1.21233   |   0.296669 | 0.381301 | 5        |
| s        |   17   | DD2   |     0.4 | 4.29     | 0.344955 | 0.239148 | 0.183377 |         0 | 1.54165 | 1.4037 |  3.6263 |  4.8643 |  8.9739 | 1.23139   |   0.30147  | 0.362751 | 5        |
| s        |   17.4 | DD2   |     0.4 | 4.287    | 0.346054 | 0.237391 | 0.181217 |         0 | 1.54733 | 1.4084 |  3.7901 |  5.0144 |  9.1983 | 1.23494   |   0.308995 | 0.344253 | 5        |
| s        |   18   | DD2   |     0.4 | 4.288    | 0.478298 | 0.313444 | 0.235598 |         0 | 1.6192  | 1.3909 |  4.0148 |  5.2489 |  9.2527 | 1.45228   |   0.290015 | 0.437266 | 5        |
| s        |   18.4 | DD2   |     0.4 | 4.16     | 0.738569 | 0.357686 | 0.226364 |         0 | 1.78404 | 1.4975 |  4.1555 |  5.3842 |  9.4419 | 1.5834    |   0.368728 | 0.424327 | 5        |
| s        |   18.8 | DD2   |     0.4 | 4.3      | 0.355055 | 0.245198 | 0.192993 |         0 | 1.54658 | 1.4061 |  4.3016 |  5.5397 |  9.5085 | 1.20094   |   0.317194 | 0.364152 | 5        |
| s        |   19.4 | DD2   |     0.4 | 4.318    | 0.534056 | 0.287919 | 0.220773 |         0 | 1.66136 | 1.3747 |  4.5036 |  5.7757 |  9.4502 | 1.49738   |   0.293513 | 0.438303 | 5        |
| s        |   19.8 | DD2   |     0.4 | 4.196    | 0.325711 | 0.203025 | 0.155279 |         0 | 1.56185 | 1.446  |  4.7424 |  6.0176 |  8.5235 | 1.12887   |   0.34136  | 0.349752 | 5        |
| s        |   20.4 | DD2   |     0.4 | 4.31     | 0.586536 | 0.297652 | 0.226292 |         0 | 1.69436 | 1.5081 |  5.0334 |  6.2704 |  8.5398 | 1.28185   |   0.366064 | 0.348412 | 5        |
| s        |   20.8 | DD2   |     0.4 | 3.725    | 0.90241  | 0.433299 | 0.310179 |         0 | 1.81113 | 1.5367 |  5.2555 |  6.4969 |  7.8476 | 1.19131   |   0.373487 | 0.391989 | 5        |
| s        |   21.2 | DD2   |     0.4 | 4.031    | 0.69658  | 0.385784 | 0.237001 |         0 | 1.78237 | 1.4849 |  5.4587 |  6.7649 |  6.7888 | 1.51617   |   0.363142 | 0.435984 | 2.57791  |
| s        |   21.8 | DD2   |     0.4 | 4.136    | 0.687515 | 0.36375  | 0.222974 |         0 | 1.77602 | 1.486  |  5.5603 |  6.8278 |  7.9539 | 1.56027   |   0.362769 | 0.430614 | 2.60911  |
| s        |   26.2 | DD2   |     0.4 | 4.276    | 0.640244 | 0.319572 | 0.253988 |         0 | 1.71078 | 1.5381 |  7.6289 |  8.8735 |  3.3592 | 0.973446  |   0.394524 | 0.326659 | 5        |
| s        |   26.8 | DD2   |     0.4 | 4.279    | 0.59373  | 0.3182   | 0.254071 |         0 | 1.69285 | 1.5466 |  7.5838 |  8.8521 |  4.1362 | 1.00133   |   0.380054 | 0.312982 | 5        |
| s        |   26   | DD2   |     0.4 | 2.156    | 1.13497  | 0.576061 | 0.398853 |         0 | 1.98517 | 1.6098 |  6.8687 |  8.6701 |  4.2719 | 0.501881  |   0.404428 | 0.55308  | 5        |
| s        |   26.6 | DD2   |     0.4 | 4.278    | 0.557692 | 0.318242 | 0.252872 |         0 | 1.68175 | 1.54   |  7.5754 |  8.8194 |  4.3629 | 1.00063   |   0.378266 | 0.30699  | 5        |
| s        |   11.2 | DD2   |     0.4 | 2.676    | 0        | 0        | 0        |         0 | 1.32213 | 1.2441 |  1.7862 |  2.8381 |  7.9743 | 0.577075  |   0.211373 | 0.352166 | 1.99339  |
| s        |   11.8 | DD2   |     0.4 | 2.62     | 0.041832 | 0.009263 | 0        |         0 | 1.3912  | 1.3605 |  1.7486 |  2.7546 |  8.3039 | 0.495304  |   0.26916  | 0.463614 | 5        |
| s        |   12.4 | DD2   |     0.4 | 3.749    | 0.258142 | 0.121023 | 0.044276 |         0 | 1.55119 | 1.2729 |  2.1417 |  3.2342 |  7.7912 | 0.919478  |   0.261704 | 0.408931 | 5        |
| s        |   13   | DD2   |     0.4 | 3.869    | 0.231617 | 0.138208 | 0.076963 |         0 | 1.48693 | 1.3421 |  2.3187 |  3.4338 |  7.9259 | 1.00134   |   0.27894  | 0.377793 | 5        |
| s        |   14.4 | DD2   |     0.4 | 4.313    | 0.533758 | 0.256012 | 0.168227 |         0 | 1.68514 | 1.5034 |  2.7415 |  3.9226 |  8.3096 | 1.45366   |   0.353705 | 0.397756 | 5        |
| s        |   15.4 | DD2   |     0.4 | 4.26     | 0.58113  | 0.326616 | 0.222181 |         0 | 1.70095 | 1.3436 |  3.0766 |  4.2777 |  8.6056 | 1.68531   |   0.308982 | 0.436692 | 5        |
| s        |   16.8 | DD2   |     0.4 | 4.271    | 0.346873 | 0.229265 | 0.184049 |         0 | 1.53888 | 1.4011 |  3.5788 |  4.7855 |  9.0479 | 1.22241   |   0.305446 | 0.363866 | 5        |
| s        |   17.8 | DD2   |     0.4 | 4.214    | 0.557366 | 0.342558 | 0.240864 |         0 | 1.67827 | 1.4114 |  3.9267 |  5.163  |  9.295  | 1.6       |   0.303842 | 0.444294 | 5        |
| s        |   19.2 | DD2   |     0.4 | 4.09     | 0.727612 | 0.373984 | 0.235005 |         0 | 1.78646 | 1.4886 |  4.4361 |  5.676  |  9.4102 | 1.54676   |   0.35704  | 0.428331 | 5        |
| s        |   20.2 | DD2   |     0.4 | 3.927    | 0.233799 | 0.147209 | 0.117929 |         0 | 1.55155 | 1.4662 |  4.9814 |  6.239  |  8.2286 | 0.912634  |   0.369505 | 0.25914  | 3.57838  |
| s        |   21.6 | DD2   |     0.4 | 4.322    | 0.473154 | 0.280596 | 0.213266 |         0 | 1.63153 | 1.4604 |  5.6329 |  6.9149 |  6.71   | 1.20473   |   0.351201 | 0.345411 | 2.00169  |
| s        |   22.6 | DD2   |     0.4 | 3.891    | 0.872409 | 0.409591 | 0.300133 |         0 | 1.79993 | 1.5341 |  5.8941 |  7.1353 |  7.5434 | 1.30123   |   0.382157 | 0.386519 | 4.55701  |
| s        |   27.2 | DD2   |     0.4 | 4.29     | 0.531226 | 0.312017 | 0.252825 |         0 | 1.66559 | 1.5076 |  7.1726 |  9.0965 |  3.6558 | 0.981065  |   0.373377 | 0.339661 | 5        |
| s        |   27.4 | DD2   |     0.4 | 4.242    | 0.661181 | 0.333527 | 0.266452 |         0 | 1.71589 | 1.5356 |  7.8852 |  9.133  |  3.9083 | 0.976302  |   0.379951 | 0.340336 | 5        |
| s        |   27.6 | DD2   |     0.4 | 4.249    | 0.608692 | 0.330856 | 0.265918 |         0 | 1.69497 | 1.5326 |  7.9991 |  9.2128 |  3.5755 | 0.982716  |   0.385709 | 0.336138 | 5        |
| s        |   27.8 | DD2   |     0.4 | 4.25     | 0.614248 | 0.330302 | 0.265242 |         0 | 1.70276 | 1.5165 |  8.1707 |  9.3616 |  3.2023 | 0.966993  |   0.371807 | 0.33868  | 5        |
| s        |   28   | DD2   |     0.4 | 4.298    | 0.528378 | 0.307264 | 0.249849 |         0 | 1.66052 | 1.505  |  8.2251 |  9.4108 |  3.2596 | 0.96373   |   0.374179 | 0.325836 | 5        |
| s        |   28.2 | DD2   |     0.4 | 4.248    | 0.509348 | 0.331273 | 0.257688 |         0 | 1.64539 | 1.5255 |  7.4526 |  9.405  |  3.4024 | 1.18649   |   0.346373 | 0.418566 | 5        |
| s        |   29   | DD2   |     0.4 | 4.322    | 0.431075 | 0.277623 | 0.225235 |         0 | 1.60562 | 1.5342 |  7.5799 |  9.5306 |  3.0839 | 1.04509   |   0.350186 | 0.387226 | 5        |
| s        |   30   | DD2   |     0.4 | 4.07     | 0.580596 | 0.378005 | 0.261783 |         0 | 1.70657 | 1.4619 |  9.1209 | 10.0138 |  2.2297 | 1.23558   |   0.3516   | 0.447578 | 5        |
| s        |   31   | DD2   |     0.4 | 4.318    | 0.386999 | 0.262394 | 0.195761 |         0 | 1.57758 | 1.4489 |  8.4941 | 10.5605 |  1.152  | 0.930305  |   0.36445  | 0.342181 | 5        |
| s        |   32   | DD2   |     0.4 | 4.267    | 0.542445 | 0.3236   | 0.230357 |         0 | 1.6781  | 1.4809 |  8.3492 | 10.4413 |  1.5534 | 1.06865   |   0.371023 | 0.364437 | 5        |
| s        |   33   | DD2   |     0.4 | 4.142    | 0.709364 | 0.362263 | 0.27262  |         0 | 1.73727 | 1.5122 |  8.9325 | 11.3198 |  0.1198 | 1.04899   |   0.389413 | 0.368188 | 5        |
| s        |   34   | DD2   |     0.4 | 3.889    | 0.870157 | 0.409925 | 0.301701 |         0 | 1.79535 | 1.529  | 10.2465 |  0      |  0      | 0.988491  |   0.398612 | 0.386576 | 5        |
| s        |   35   | DD2   |     0.4 | 4.274    | 0.552382 | 0.320238 | 0.241186 |         0 | 1.68773 | 1.4881 |  9.1518 |  0      |  0      | 1.01351   |   0.380939 | 0.358034 | 5        |
| s        |   36   | DD2   |     0.4 | 4.206    | 0.617545 | 0.345111 | 0.243308 |         0 | 1.70818 | 1.4857 |  8.8171 |  0      |  0      | 1.04754   |   0.375851 | 0.3762   | 5        |
| s        |   37   | DD2   |     0.4 | 3.306    | 0.747163 | 0.481341 | 0.332222 |         0 | 1.83218 | 1.4652 |  8.2546 |  0      |  0      | 1.25208   |   0.361357 | 0.475432 | 5        |
| s        |   38   | DD2   |     0.4 | 4.267    | 0.514238 | 0.323477 | 0.261522 |         0 | 1.66023 | 1.5194 |  7.7502 |  0      |  0      | 0.965169  |   0.374978 | 0.334639 | 5        |
| s        |   40   | DD2   |     0.4 | 3.754    | 0.919534 | 0.429394 | 0.294744 |         0 | 1.82338 | 1.5642 |  7.1804 |  0      |  0      | 0.907082  |   0.397685 | 0.369205 | 5        |
| w        |   12   | DD2   |     0.4 | 3.556    | 0.216651 | 0.096924 | 0.036323 |         0 | 1.51338 | 1.2901 |  2.0752 |  3.1366 |  7.778  | 0.814561  |   0.239794 | 0.471047 | 5        |
| w        |   13   | DD2   |     0.4 | 4.106    | 0.359548 | 0.180756 | 0.113409 |         0 | 1.60652 | 1.3976 |  2.4865 |  3.6127 |  7.7898 | 1.1953    |   0.30659  | 0.412458 | 5        |
| w        |   14   | DD2   |     0.4 | 4.31     | 0.507491 | 0.253216 | 0.166459 |         0 | 1.68158 | 1.5178 |  2.7977 |  3.9727 |  8.0333 | 1.39124   |   0.330963 | 0.40713  | 5        |
| w        |   15   | DD2   |     0.4 | 4.278    | 0.572953 | 0.318616 | 0.228814 |         0 | 1.68959 | 1.3501 |  3.1022 |  4.3025 |  8.4893 | 1.70035   |   0.292429 | 0.437646 | 5        |
| w        |   16   | DD2   |     0.4 | 4.238    | 0.326931 | 0.216288 | 0.174234 |         0 | 1.51858 | 1.3761 |  3.4355 |  4.6503 |  8.9443 | 1.19771   |   0.291547 | 0.348751 | 5        |
| w        |   17   | DD2   |     0.4 | 4.287    | 0.368059 | 0.237142 | 0.189786 |         0 | 1.55575 | 1.4077 |  3.8085 |  5.0568 |  9.0603 | 1.25112   |   0.312359 | 0.333827 | 5        |
| w        |   18   | DD2   |     0.4 | 4.176    | 0.735611 | 0.353669 | 0.237415 |         0 | 1.78297 | 1.4797 |  4.1584 |  5.4177 |  9.4068 | 1.58504   |   0.357016 | 0.422803 | 5        |
| w        |   19   | DD2   |     0.4 | 4.305    | 0.519843 | 0.302026 | 0.217122 |         0 | 1.65779 | 1.4403 |  4.551  |  5.8098 |  9.6679 | 1.34066   |   0.332588 | 0.361433 | 2.34492  |
| w        |   20   | DD2   |     0.4 | 3.436    | 0.971295 | 0.467786 | 0.337254 |         0 | 1.85266 | 1.5482 |  4.9705 |  6.2056 |  9.7242 | 1.19243   |   0.384512 | 0.421187 | 5        |
| w        |   21   | DD2   |     0.4 | 4.174    | 0.301659 | 0.196961 | 0.160422 |         0 | 1.52023 | 1.4581 |  5.3135 |  6.6199 |  9.5408 | 0.992642  |   0.311843 | 0.381275 | 1.88987  |
| w        |   22   | DD2   |     0.4 | 3.175    | 1.00856  | 0.494274 | 0.33952  |         0 | 1.87769 | 1.5534 |  5.7866 |  7.0262 |  9.1394 | 1.07877   |   0.397282 | 0.44432  | 5        |
| w        |   25   | DD2   |     0.4 | 2.628    | 1.07128  | 0.541319 | 0.376934 |         0 | 1.945   | 1.6002 |  6.9807 |  8.238  |  7.6014 | 0.725706  |   0.395905 | 0.485402 | 5        |
| w        |   26   | DD2   |     0.4 | 4.262    | 0.692588 | 0.325667 | 0.257915 |         0 | 1.72389 | 1.5498 |  7.4159 |  8.6933 |  6.7157 | 1.01107   |   0.387645 | 0.320616 | 5        |
| w        |   27   | DD2   |     0.4 | 4.154    | 0.735394 | 0.359274 | 0.284992 |         0 | 1.7399  | 1.5338 |  7.8308 |  9.1161 |  6.0986 | 0.978216  |   0.388426 | 0.346302 | 5        |
| w        |   28   | DD2   |     0.4 | 3.862    | 0.609607 | 0.414058 | 0.306796 |         0 | 1.72735 | 1.4823 |  8.2702 |  9.4984 |  5.676  | 1.32429   |   0.337456 | 0.458107 | 5        |
| w        |   29   | DD2   |     0.4 | 4.254    | 0.537308 | 0.32879  | 0.25236  |         0 | 1.66458 | 1.4733 |  8.6815 |  9.9235 |  4.2463 | 1.01306   |   0.352187 | 0.360264 | 4.68813  |
| w        |   30   | DD2   |     0.4 | 4.075    | 0.741185 | 0.377104 | 0.264462 |         0 | 1.75203 | 1.4881 |  9.1409 | 10.3609 |  3.5254 | 1.11518   |   0.374861 | 0.38427  | 5        |
| w        |   31   | DD2   |     0.4 | 4.134    | 0.629788 | 0.36408  | 0.259222 |         0 | 1.71967 | 1.4881 |  9.611  | 10.8209 |  2.8133 | 1.01578   |   0.382181 | 0.370025 | 5        |
| w        |   32   | DD2   |     0.4 | 3.692    | 0.881474 | 0.437646 | 0.309154 |         0 | 1.80719 | 1.5362 | 10.0703 | 11.2699 |  2.1445 | 0.946965  |   0.397938 | 0.40568  | 5        |
| w        |   33   | DD2   |     0.4 | 3.053    | 0.99437  | 0.505528 | 0.349554 |         0 | 1.88503 | 1.5615 | 10.396  | 11.5992 |  1.64   | 0.708638  |   0.413204 | 0.460389 | 5        |
| u        |   11   | DD2   |     0.4 | 3.359    | 0.20881  | 0.075197 | 0.029751 |         0 | 1.50581 | 1.2843 |  2.039  |  3.0446 |  7.9553 | 0.751723  |   0.225182 | 0.505567 | 5        |
| u        |   12   | DD2   |     0.4 | 4.035    | 0.309941 | 0.166087 | 0.080476 |         0 | 1.56409 | 1.3651 |  2.3002 |  3.3903 |  8.6093 | 1.13465   |   0.287025 | 0.440138 | 5        |
| u        |   13   | DD2   |     0.4 | 4.247    | 0.499837 | 0.219509 | 0.136214 |         0 | 1.67509 | 1.491  |  2.527  |  3.6938 |  9.3056 | 1.35838   |   0.341973 | 0.409117 | 5        |
| u        |   14   | DD2   |     0.4 | 4.317    | 0.51334  | 0.261619 | 0.178315 |         0 | 1.66537 | 1.4766 |  2.7828 |  4.0197 |  9.9795 | 1.52644   |   0.324159 | 0.439595 | 5        |
| u        |   15   | DD2   |     0.4 | 4.319    | 0.533936 | 0.263826 | 0.188581 |         0 | 1.67865 | 1.4401 |  3.0045 |  4.3284 | 10.6704 | 1.34218   |   0.335194 | 0.409886 | 5        |
| u        |   16   | DD2   |     0.4 | 3.932    | 0.690947 | 0.403058 | 0.287964 |         0 | 1.76889 | 1.3997 |  3.2607 |  4.655  | 11.3434 | 1.6606    |   0.338888 | 0.427049 | 5        |
| u        |   17   | DD2   |     0.4 | 4.081    | 0.276796 | 0.17523  | 0.144828 |         0 | 1.50403 | 1.5262 |  3.5298 |  4.9962 | 12.0018 | 1.15208   |   0.355332 | 0.277204 | 5        |
| u        |   19   | DD2   |     0.4 | 4.175    | 0.326134 | 0.197273 | 0.152706 |         0 | 1.58357 | 1.4509 |  4.356  |  5.8919 | 13.1048 | 1.00964   |   0.353364 | 0.308974 | 5        |
| u        |   20   | DD2   |     0.4 | 1.788    | 1.09886  | 0.60059  | 0.415637 |         0 | 2.02615 | 1.5722 |  4.7889 |  6.3856 | 13.6102 | 0.755952  |   0.398279 | 0.639351 | 5        |
| u        |   24   | DD2   |     0.4 | 1.609    | 1.15453  | 0.611817 | 0.401405 |         0 | 2.05201 | 1.625  |  6.1742 |  7.825  | 16.1678 | 0.337113  |   0.414804 | 0.681438 | 5        |
| u        |   25   | DD2   |     0.4 | 3.972    | 0.948148 | 0.396337 | 0.267765 |         0 | 1.85338 | 1.5302 |  6.6807 |  8.4008 | 16.5906 | 0.834752  |   0.406539 | 0.385888 | 5        |
