| Series   |   Mass | EOS   |   trise |    kpush |    xi175 |    xi200 |    xi225 |   Outcome |   M_rem |   M_Fe |    M_CO |    M_He |     M_H |     E_exp |   t_bounce |    t_exp |    t_end |
| u        |   19.6 | BHBlp |     0.4 | 4.31802  | 0.411237 | 0.262472 | 0.204177 |         4 | 1.59686 | 1.3934 |  4.5991 |  6.1533 | 13.4429 | 1.10227   |   0.310528 | 0.350873 | 1.4506   |
| s        |   14.6 | BHBlp |     0.4 | 4.31238  | 0.527058 | 0.255407 | 0.166631 |         0 | 1.68546 | 1.5455 |  2.8064 |  3.9893 |  8.3866 | 1.44608   |   0.355787 | 0.403145 | 5.77987  |
| s        |   20.6 | BHBlp |     0.4 | 3.48236  | 0.935285 | 0.462659 | 0.330324 |         0 | 1.83871 | 1.5479 |  5.2285 |  6.4674 |  7.5618 | 1.17116   |   0.383475 | 0.413965 | 7        |
| u        |   20.6 | BHBlp |     0.4 | 3.93186  | 0.795343 | 0.403114 | 0.284488 |         0 | 1.77152 | 1.5067 |  4.6502 |  6.201  | 14.3949 | 1.30163   |   0.364432 | 0.387465 | 6.73652  |
| u        |   17.6 | BHBlp |     0.4 | 4.31004  | 0.554493 | 0.298037 | 0.21992  |         0 | 1.68336 | 1.5061 |  3.694  |  5.1516 | 12.4461 | 1.32279   |   0.36357  | 0.326348 | 7        |
| u        |   14.6 | BHBlp |     0.4 | 4.29371  | 0.498431 | 0.241153 | 0.172237 |         0 | 1.67347 | 1.4335 |  2.9113 |  4.1997 | 10.3992 | 1.30942   |   0.33564  | 0.415994 | 7        |
| s        |   19.6 | BHBlp |     0.4 | 4.04742  | 0.28718  | 0.168573 | 0.135405 |         0 | 1.58382 | 1.4663 |  4.8716 |  6.1388 |  7.2296 | 0.980129  |   0.370181 | 0.272082 | 7        |
| s        |   15.6 | BHBlp |     0.4 | 4.31263  | 0.461143 | 0.29549  | 0.205796 |         0 | 1.60389 | 1.3525 |  3.1335 |  4.35   |  8.6593 | 1.49529   |   0.272827 | 0.442924 | 5.88823  |
| u        |   18.6 | BHBlp |     0.4 | 4.28793  | 0.617462 | 0.313339 | 0.230241 |         0 | 1.71027 | 1.4733 |  3.9907 |  5.5095 | 13.0877 | 1.3241    |   0.36531  | 0.336345 | 7        |
| u        |   15.6 | BHBlp |     0.4 | 4.32214  | 0.486458 | 0.275771 | 0.20953  |         0 | 1.63923 | 1.4644 |  3.1525 |  4.5107 | 11.0879 | 1.38637   |   0.339374 | 0.34305  | 7        |
| s        |   16.6 | NL3   |     0.4 | 4.27532  | 0.349751 | 0.231402 | 0.186195 |         0 | 1.52912 | 1.3894 |  3.5041 |  4.7151 |  9.0017 | 1.44867   |   0.29824  | 0.342838 | 7        |
| u        |   13.6 | NL3   |     0.4 | 4.30273  | 0.436765 | 0.247135 | 0.175667 |         0 | 1.59851 | 1.4349 |  2.6772 |  3.888  |  9.7113 | 1.60084   |   0.319326 | 0.338056 | 7        |
| s        |   19.6 | NL3   |     0.4 | 4.05996  | 0.27318  | 0.171043 | 0.130148 |         0 | 1.58105 | 1.4663 |  4.8716 |  6.1388 |  7.2296 | 1.14303   |   0.37026  | 0.264741 | 7        |
| s        |   15.6 | NL3   |     0.4 | 4.31976  | 0.448293 | 0.28553  | 0.20769  |         0 | 1.5874  | 1.3525 |  3.1335 |  4.35   |  8.6593 | 1.7388    |   0.272899 | 0.408935 | 7        |
| u        |   13.6 | TM1   |     0.4 | 4.30149  | 0.434087 | 0.246236 | 0.175289 |         0 | 1.60074 | 1.4349 |  2.6772 |  3.888  |  9.7113 | 1.55071   |   0.319308 | 0.342443 | 7        |
| u        |   15.6 | TM1   |     0.4 | 4.32185  | 0.4662   | 0.279045 | 0.211182 |         0 | 1.63281 | 1.4644 |  3.1525 |  4.5107 | 11.0879 | 1.55313   |   0.33943  | 0.325532 | 7        |
| s        |   15.6 | TM1   |     0.4 | 4.32009  | 0.446862 | 0.284831 | 0.207349 |         0 | 1.58892 | 1.3525 |  3.1335 |  4.35   |  8.6593 | 1.70755   |   0.272884 | 0.412116 | 7        |
| u        |   12.6 | NL3   |     0.4 | 4.16106  | 0.385416 | 0.193639 | 0.124372 |         0 | 1.61361 | 1.3977 |  2.4382 |  3.5732 |  9.0263 | 1.39915   |   0.310177 | 0.37489  | 6.8481   |
| s        |   17.6 | TM1   |     0.4 | 4.29326  | 0.377138 | 0.240879 | 0.191556 |         0 | 1.56094 | 1.4217 |  3.8356 |  5.0842 |  9.2617 | 1.42376   |   0.320261 | 0.314125 | 7        |
| u        |   19.6 | TM1   |     0.4 | 4.30863  | 0.393297 | 0.251845 | 0.196764 |         4 | 1.59116 | 1.3934 |  4.5991 |  6.1533 | 13.4429 | 1.19268   |   0.310586 | 0.331949 | 1.36249  |
| u        |   17.6 | NL3   |     0.4 | 4.31851  | 0.572476 | 0.287879 | 0.22309  |         0 | 1.67596 | 1.5061 |  3.694  |  5.1516 | 12.4461 | 1.53607   |   0.363654 | 0.307058 | 7        |
| u        |   18.6 | TM1   |     0.4 | 4.27845  | 0.631427 | 0.318247 | 0.232653 |         0 | 1.70446 | 1.4733 |  3.9907 |  5.5095 | 13.0877 | 1.4897    |   0.365366 | 0.320681 | 7        |
| u        |   18.6 | NL3   |     0.4 | 4.27287  | 0.638866 | 0.320892 | 0.233948 |         0 | 1.7035  | 1.4733 |  3.9907 |  5.5095 | 13.0877 | 1.5245    |   0.365395 | 0.318736 | 7        |
| s        |   13.6 | NL3   |     0.4 | 4.16264  | 0.417621 | 0.194042 | 0.121707 |         0 | 1.62762 | 1.4239 |  2.5073 |  3.6495 |  8.0641 | 1.44444   |   0.324038 | 0.379527 | 6.8428   |
| s        |   11.6 | TM1   |     0.4 | 2.66241  | 0.073103 | 0.012568 | 0        |         0 | 1.36874 | 1.2175 |  1.7681 |  2.8211 |  8.3047 | 0.72682   |   0.208407 | 0.313978 | 7        |
| u        |   20.6 | TM1   |     0.4 | 4.01706  | 0.775787 | 0.388337 | 0.28809  |         0 | 1.75989 | 1.5067 |  4.6502 |  6.201  | 14.3949 | 1.50508   |   0.364489 | 0.357449 | 3.96074  |
| s        |   11.6 | NL3   |     0.4 | 2.66241  | 0.07313  | 0.012568 | 0        |         0 | 1.3673  | 1.2175 |  1.7681 |  2.8211 |  8.3047 | 0.753319  |   0.20842  | 0.307419 | 7        |
| u        |   15.6 | NL3   |     0.4 | 4.32157  | 0.469867 | 0.280462 | 0.211896 |         0 | 1.63109 | 1.4644 |  3.1525 |  4.5107 | 11.0879 | 1.59934   |   0.339332 | 0.322196 | 7        |
| u        |   17.6 | TM1   |     0.4 | 4.31957  | 0.566403 | 0.285921 | 0.222018 |         0 | 1.67747 | 1.5061 |  3.694  |  5.1516 | 12.4461 | 1.49125   |   0.363626 | 0.309794 | 7        |
| s        |   14.6 | NL3   |     0.4 | 4.31553  | 0.536526 | 0.258977 | 0.167904 |         0 | 1.67351 | 1.5455 |  2.8064 |  3.9893 |  8.3866 | 1.68151   |   0.35586  | 0.378867 | 6.98494  |
| s        |   14.6 | TM1   |     0.4 | 4.31487  | 0.534393 | 0.258171 | 0.167618 |         0 | 1.67507 | 1.5455 |  2.8064 |  3.9893 |  8.3866 | 1.64351   |   0.355844 | 0.381208 | 7        |
| s        |   12.6 | NL3   |     0.4 | 3.75637  | 0.209622 | 0.122018 | 0.04486  |         0 | 1.44288 | 1.2955 |  2.1882 |  3.2902 |  7.8501 | 1.18022   |   0.252663 | 0.320281 | 6.85094  |
| s        |   18.6 | TM1   |     0.4 | 4.30461  | 0.364032 | 0.248545 | 0.196107 |         0 | 1.55376 | 1.4141 |  4.2436 |  5.4671 |  9.3863 | 1.38341   |   0.312826 | 0.337095 | 7        |
| s        |   12.6 | TM1   |     0.4 | 3.75615  | 0.209496 | 0.121989 | 0.044854 |         0 | 1.44519 | 1.2955 |  2.1882 |  3.2902 |  7.8501 | 1.13436   |   0.252653 | 0.327288 | 6.95116  |
| u        |   11.6 | NL3   |     0.4 | 3.34215  | 0.133509 | 0.073478 | 0.037007 |         0 | 1.40529 | 1.3983 |  2.1998 |  3.2511 |  8.3487 | 1.04995   |   0.299557 | 0.252711 | 2.72706  |
| s        |   20.6 | TM1   |     0.4 | 3.62897  | 0.954303 | 0.445546 | 0.335888 |         0 | 1.82207 | 1.5479 |  5.2285 |  6.4674 |  7.5618 | 1.43571   |   0.383533 | 0.372291 | 7        |
| u        |   14.6 | NL3   |     0.4 | 4.29933  | 0.508503 | 0.244742 | 0.173821 |         0 | 1.66132 | 1.4335 |  2.9113 |  4.1997 | 10.3992 | 1.56719   |   0.335715 | 0.391686 | 7        |
| u        |   20.6 | NL3   |     0.4 | 3.9933   | 0.785007 | 0.392646 | 0.290424 |         0 | 1.7589  | 1.5067 |  4.6502 |  6.201  | 14.3949 | 1.53517   |   0.364522 | 0.356463 | 3.93433  |
| s        |   16.6 | TM1   |     0.4 | 4.27438  | 0.348682 | 0.230962 | 0.185943 |         0 | 1.53195 | 1.3894 |  3.5041 |  4.7151 |  9.0017 | 1.39697   |   0.298226 | 0.349434 | 7        |
| u        |   12.6 | TM1   |     0.4 | 4.15917  | 0.383515 | 0.193161 | 0.124229 |         0 | 1.61447 | 1.3977 |  2.4382 |  3.5732 |  9.0263 | 1.36564   |   0.310163 | 0.376349 | 6.88282  |
| u        |   14.6 | TM1   |     0.4 | 4.29772  | 0.505534 | 0.243671 | 0.173349 |         0 | 1.66266 | 1.4335 |  2.9113 |  4.1997 | 10.3992 | 1.52494   |   0.335694 | 0.393333 | 7        |
| s        |   19.6 | TM1   |     0.4 | 4.05735  | 0.271911 | 0.170524 | 0.129891 |         0 | 1.58217 | 1.4663 |  4.8716 |  6.1388 |  7.2296 | 1.09884   |   0.370241 | 0.266994 | 7        |
| s        |   18.6 | NL3   |     0.4 | 4.30559  | 0.365694 | 0.249311 | 0.196541 |         0 | 1.55063 | 1.4141 |  4.2436 |  5.4671 |  9.3863 | 1.44202   |   0.312843 | 0.329504 | 7        |
| s        |   20.6 | NL3   |     0.4 | 3.56073  | 0.933982 | 0.453716 | 0.323511 |         0 | 1.82174 | 1.5479 |  5.2285 |  6.4674 |  7.5618 | 1.43987   |   0.383571 | 0.372618 | 7        |
| u        |   16.6 | TM1   |     0.4 | 3.78132  | 0.683531 | 0.425709 | 0.303135 |         0 | 1.76127 | 1.4226 |  3.4373 |  4.8669 | 11.7313 | 1.95018   |   0.33977  | 0.41427  | 7        |
| u        |   11.6 | TM1   |     0.4 | 3.34208  | 0.133482 | 0.073471 | 0.037005 |         0 | 1.40923 | 1.3983 |  2.1998 |  3.2511 |  8.3487 | 0.983824  |   0.299097 | 0.263629 | 2.68673  |
| s        |   17.6 | NL3   |     0.4 | 4.29457  | 0.356198 | 0.241675 | 0.19201  |         0 | 1.5585  | 1.4217 |  3.8356 |  5.0842 |  9.2617 | 1.47515   |   0.320278 | 0.30845  | 7        |
| u        |   19.8 | SFHx  |     0.4 | 4.32097  | 0.446324 | 0.268601 | 0.209304 |         4 | 1.60972 | 1.4064 |  4.5747 |  6.1014 | 13.6949 | 1.06731   |   0.326226 | 0.327772 | 1.38037  |
| u        |   14.8 | SFHx  |     0.4 | 4.30193  | 0.52375  | 0.24655  | 0.165725 |         0 | 1.67268 | 1.5177 |  2.9647 |  4.2706 | 10.5282 | 1.42629   |   0.345891 | 0.389002 | 7        |
| u        |   11.8 | SFHo  |     0.4 | 3.46969  | 0.146992 | 0.087087 | 0.04574  |         0 | 1.42758 | 1.3556 |  2.2501 |  3.3186 |  8.4811 | 0.892573  |   0.294463 | 0.279594 | 2.40304  |
| s        |   15.8 | SFHo  |     0.4 | 4.3053   | 0.383368 | 0.249085 | 0.191558 |         0 | 1.53618 | 1.3511 |  3.2084 |  4.4204 |  8.6878 | 1.44486   |   0.272533 | 0.374707 | 7        |
| u        |   15.8 | BHBlp |     0.4 | 4.20674  | 0.618337 | 0.344928 | 0.259382 |         0 | 1.71046 | 1.4904 |  3.2118 |  4.5955 | 11.2031 | 1.56623   |   0.35391  | 0.385666 | 7        |
| s        |   12.8 | BHBlp |     0.4 | 3.46325  | 0.147598 | 0.086377 | 0.044884 |         0 | 1.43364 | 1.389  |  2.2465 |  3.3586 |  7.9062 | 0.903433  |   0.299499 | 0.284138 | 2.96352  |
| s        |   19.8 | BHBlp |     0.4 | 4.19585  | 0.325711 | 0.203025 | 0.155279 |         0 | 1.56115 | 1.446  |  4.7424 |  6.0176 |  8.5235 | 1.13792   |   0.34136  | 0.349319 | 7        |
| s        |   14.8 | BHBlp |     0.4 | 4.32123  | 0.543192 | 0.269402 | 0.174655 |         0 | 1.69656 | 1.5414 |  2.8891 |  4.0645 |  8.4238 | 1.48739   |   0.338774 | 0.417289 | 5.71171  |
| u        |   15.8 | SFHx  |     0.4 | 4.19406  | 0.628571 | 0.348639 | 0.250174 |         0 | 1.70258 | 1.4904 |  3.2118 |  4.5955 | 11.2031 | 1.56325   |   0.353836 | 0.360888 | 7        |
| u        |   17.8 | SFHo  |     0.4 | 4.31855  | 0.554586 | 0.263341 | 0.191263 |         0 | 1.68124 | 1.4756 |  3.784  |  5.2483 | 12.5493 | 1.24636   |   0.363515 | 0.299549 | 2.74591  |
| u        |   19.8 | BHBlp |     0.4 | 4.32158  | 0.439827 | 0.280407 | 0.207862 |         4 | 1.61263 | 1.4064 |  4.5747 |  6.1014 | 13.6949 | 1.14578   |   0.326303 | 0.345678 | 1.47343  |
| s        |   15.8 | SFHx  |     0.4 | 4.30573  | 0.384139 | 0.249423 | 0.191736 |         0 | 1.54267 | 1.3511 |  3.2084 |  4.4204 |  8.6878 | 1.31663   |   0.27252  | 0.391725 | 7        |
| s        |   17.8 | BHBlp |     0.4 | 4.21449  | 0.557366 | 0.342558 | 0.240864 |         0 | 1.67762 | 1.4114 |  3.9267 |  5.163  |  9.295  | 1.60876   |   0.303842 | 0.444148 | 7        |
| u        |   17.8 | SFHx  |     0.4 | 4.31875  | 0.555677 | 0.263679 | 0.191426 |         0 | 1.68362 | 1.4756 |  3.784  |  5.2483 | 12.5493 | 1.14259   |   0.363503 | 0.307413 | 3.03719  |
| u        |   18.8 | BHBlp |     0.4 | 4.26687  | 0.366478 | 0.22758  | 0.179128 |         0 | 1.57508 | 1.4814 |  4.052  |  5.6207 | 13.1763 | 1.22558   |   0.344269 | 0.284642 | 3.45657  |
| s        |   16.8 | SFHx  |     0.4 | 4.27385  | 0.350411 | 0.230711 | 0.184882 |         0 | 1.53488 | 1.4011 |  3.5788 |  4.7855 |  9.0479 | 1.20725   |   0.305371 | 0.345303 | 7        |
| s        |   20.8 | BHBlp |     0.4 | 3.72525  | 0.902412 | 0.4333   | 0.31018  |         0 | 1.8106  | 1.5367 |  5.2555 |  6.4969 |  7.8476 | 1.19594   |   0.373487 | 0.39195  | 7        |
| s        |   20.8 | SFHo  |     0.4 | 3.67353  | 0.912945 | 0.439992 | 0.313456 |         0 | 1.7976  | 1.5367 |  5.2555 |  6.4969 |  7.8476 | 1.28432   |   0.373424 | 0.350848 | 7        |
| u        |   17.8 | BHBlp |     0.4 | 4.31708  | 0.547258 | 0.261053 | 0.190155 |         0 | 1.68447 | 1.4756 |  3.784  |  5.2483 | 12.5493 | 1.19046   |   0.363576 | 0.319848 | 3.66793  |
| s        |   19.8 | SFHx  |     0.4 | 4.20088  | 0.329071 | 0.204486 | 0.156092 |         0 | 1.55902 | 1.446  |  4.7424 |  6.0176 |  8.5235 | 1.10636   |   0.341284 | 0.334148 | 7        |
| s        |   11.8 | SFHx  |     0.4 | 2.62044  | 0.042045 | 0.009263 | 0        |         0 | 1.39171 | 1.3605 |  1.7486 |  2.7546 |  8.3039 | 0.478276  |   0.269683 | 0.461801 | 7        |
| u        |   15.8 | SFHo  |     0.4 | 4.19568  | 0.627285 | 0.348174 | 0.249949 |         0 | 1.69693 | 1.4904 |  3.2118 |  4.5955 | 11.2031 | 1.69685   |   0.353847 | 0.347807 | 7        |
| u        |   12.8 | BHBlp |     0.4 | 4.11698  | 0.370583 | 0.183106 | 0.113641 |         0 | 1.62621 | 1.3837 |  2.4756 |  3.6238 |  9.1757 | 1.12653   |   0.308933 | 0.402866 | 5.90017  |
| s        |   11.8 | SFHo  |     0.4 | 2.62044  | 0.041931 | 0.009263 | 0        |         0 | 1.38704 | 1.3605 |  1.7486 |  2.7546 |  8.3039 | 0.538489  |   0.269698 | 0.433005 | 7        |
| u        |   12.8 | SFHo  |     0.4 | 4.12047  | 0.373771 | 0.183897 | 0.113873 |         0 | 1.61625 | 1.3837 |  2.4756 |  3.6238 |  9.1757 | 1.25843   |   0.308872 | 0.371708 | 6.93957  |
| s        |   16.8 | BHBlp |     0.4 | 4.27068  | 0.346873 | 0.229265 | 0.184049 |         0 | 1.53802 | 1.4011 |  3.5788 |  4.7855 |  9.0479 | 1.23363   |   0.305446 | 0.363209 | 7        |
| s        |   19.8 | SFHo  |     0.4 | 4.19974  | 0.328298 | 0.204152 | 0.155906 |         0 | 1.55567 | 1.446  |  4.7424 |  6.0176 |  8.5235 | 1.20951   |   0.341298 | 0.323058 | 7        |
| s        |   17.8 | SFHx  |     0.4 | 4.25512  | 0.539927 | 0.328427 | 0.242779 |         0 | 1.65735 | 1.4114 |  3.9267 |  5.163  |  9.295  | 1.70635   |   0.303767 | 0.404817 | 7        |
| u        |   11.8 | SFHx  |     0.4 | 3.47031  | 0.147212 | 0.087156 | 0.045773 |         0 | 1.42888 | 1.3556 |  2.2501 |  3.3186 |  8.4811 | 0.83106   |   0.294448 | 0.284884 | 2.59717  |
| u        |   12.8 | SFHx  |     0.4 | 4.12163  | 0.37484  | 0.184161 | 0.113951 |         0 | 1.62101 | 1.3837 |  2.4756 |  3.6238 |  9.1757 | 1.14092   |   0.308859 | 0.384308 | 7        |
| s        |   17.8 | SFHo  |     0.4 | 4.20473  | 0.538269 | 0.345529 | 0.24231  |         0 | 1.64828 | 1.4114 |  3.9267 |  5.163  |  9.295  | 1.85784   |   0.303779 | 0.389476 | 7        |
| u        |   13.8 | BHBlp |     0.4 | 4.32166  | 0.482374 | 0.271073 | 0.191074 |         0 | 1.64199 | 1.4469 |  2.723  |  3.9519 |  9.8473 | 1.44561   |   0.336622 | 0.369687 | 7        |
| s        |   14.8 | SFHx  |     0.4 | 4.32179  | 0.54865  | 0.271772 | 0.175504 |         0 | 1.68292 | 1.5414 |  2.8891 |  4.0645 |  8.4238 | 1.55536   |   0.338698 | 0.38578  | 7        |
| s        |   10.8 | SFHo  |     0.4 | 2.60332  | 0.03026  | 0.007927 | 0        |         0 | 1.49065 | 1.2379 |  1.6983 |  2.708  |  7.7198 | 0.57595   |   0.258145 | 0.499735 | 7        |
| u        |   13.8 | SFHo  |     0.4 | 4.32197  | 0.487545 | 0.272925 | 0.184348 |         0 | 1.63163 | 1.4469 |  2.723  |  3.9519 |  9.8473 | 1.54541   |   0.336559 | 0.33401  | 7        |
| s        |   12.8 | NL3   |     0.4 | 3.46674  | 0.140745 | 0.086762 | 0.04505  |         0 | 1.42102 | 1.389  |  2.2465 |  3.3586 |  7.9062 | 1.13383   |   0.299563 | 0.246619 | 2.90029  |
| u        |   15.8 | NL3   |     0.4 | 4.18054  | 0.602075 | 0.352399 | 0.251988 |         0 | 1.69996 | 1.4904 |  3.2118 |  4.5955 | 11.2031 | 1.76708   |   0.353994 | 0.361739 | 7        |
| u        |   17.8 | NL3   |     0.4 | 4.31998  | 0.529285 | 0.266083 | 0.183483 |         0 | 1.67861 | 1.4756 |  3.784  |  5.2483 | 12.5493 | 1.39102   |   0.363658 | 0.30414  | 3.25412  |
| s        |   19.8 | NL3   |     0.4 | 4.20566  | 0.332373 | 0.205902 | 0.156885 |         0 | 1.55147 | 1.446  |  4.7424 |  6.0176 |  8.5235 | 1.35534   |   0.341436 | 0.322522 | 7        |
| s        |   14.8 | NL3   |     0.4 | 4.31571  | 0.552505 | 0.259203 | 0.176094 |         0 | 1.68194 | 1.5414 |  2.8891 |  4.0645 |  8.4238 | 1.75134   |   0.338849 | 0.390678 | 6.90651  |
| u        |   12.8 | NL3   |     0.4 | 4.12526  | 0.3782   | 0.184991 | 0.114194 |         0 | 1.61744 | 1.3837 |  2.4756 |  3.6238 |  9.1757 | 1.33653   |   0.309005 | 0.381514 | 6.96848  |
| s        |   20.8 | NL3   |     0.4 | 3.79632  | 0.899225 | 0.423613 | 0.318798 |         0 | 1.79664 | 1.5367 |  5.2555 |  6.4969 |  7.8476 | 1.42152   |   0.373582 | 0.356682 | 7        |
| u        |   16.8 | NL3   |     0.4 | 3.87269  | 0.685024 | 0.412441 | 0.291909 |         0 | 1.74712 | 1.4482 |  3.5086 |  4.9383 | 11.8599 | 2.00254   |   0.325298 | 0.412056 | 7        |
| s        |   17.8 | NL3   |     0.4 | 4.24927  | 0.544181 | 0.330687 | 0.243975 |         0 | 1.65788 | 1.4114 |  3.9267 |  5.163  |  9.295  | 1.90295   |   0.30392  | 0.41098  | 7        |
| s        |   18.8 | NL3   |     0.4 | 4.28522  | 0.362192 | 0.236349 | 0.186571 |         0 | 1.53714 | 1.4061 |  4.3016 |  5.5397 |  9.5085 | 1.41365   |   0.317268 | 0.339698 | 7        |
| s        |   11.8 | NL3   |     0.4 | 2.62044  | 0.04217  | 0.009263 | 0        |         0 | 1.38022 | 1.3605 |  1.7486 |  2.7546 |  8.3039 | 0.63715   |   0.26982  | 0.410434 | 7        |
| u        |   19.8 | NL3   |     0.4 | 4.32153  | 0.424048 | 0.270539 | 0.210403 |         4 | 1.6026  | 1.4064 |  4.5747 |  6.1014 | 13.6949 | 1.32397   |   0.326382 | 0.317175 | 1.40743  |
| s        |   10.8 | NL3   |     0.4 | 2.6033   | 0.030385 | 0.007925 | 0        |         0 | 1.48762 | 1.2379 |  1.6983 |  2.708  |  7.7198 | 0.643246  |   0.258264 | 0.49756  | 7        |
| u        |   13.8 | NL3   |     0.4 | 4.32214  | 0.467793 | 0.275283 | 0.185243 |         0 | 1.63189 | 1.4469 |  2.723  |  3.9519 |  9.8473 | 1.65669   |   0.336698 | 0.34465  | 7        |
| u        |   11.8 | NL3   |     0.4 | 3.47225  | 0.147899 | 0.087371 | 0.045874 |         0 | 1.41871 | 1.3556 |  2.2501 |  3.3186 |  8.4811 | 1.07072   |   0.294586 | 0.263918 | 3.11261  |
| u        |   18.8 | NL3   |     0.4 | 4.2743   | 0.351198 | 0.230924 | 0.180887 |         0 | 1.5689  | 1.4814 |  4.052  |  5.6207 | 13.1763 | 1.42622   |   0.344346 | 0.267238 | 3.21747  |
| s        |   15.8 | NL3   |     0.4 | 4.30756  | 0.368026 | 0.25092  | 0.192526 |         0 | 1.53913 | 1.3511 |  3.2084 |  4.4204 |  8.6878 | 1.52777   |   0.272664 | 0.390215 | 7        |
| u        |   14.8 | NL3   |     0.4 | 4.30391  | 0.526975 | 0.248013 | 0.166291 |         0 | 1.67118 | 1.5177 |  2.9647 |  4.2706 | 10.5282 | 1.62823   |   0.34604  | 0.393208 | 7        |
| s        |   13.8 | NL3   |     0.4 | 4.19725  | 0.416005 | 0.203428 | 0.133381 |         0 | 1.63123 | 1.4245 |  2.5679 |  3.7163 |  8.1315 | 1.48143   |   0.330642 | 0.379949 | 6.8358   |
| s        |   16.8 | NL3   |     0.4 | 4.2767   | 0.333673 | 0.232056 | 0.185658 |         0 | 1.52749 | 1.4011 |  3.5788 |  4.7855 |  9.0479 | 1.45008   |   0.305518 | 0.333417 | 7        |
| s        |   16.8 | TM1   |     0.4 | 4.27569  | 0.332624 | 0.231578 | 0.185383 |         0 | 1.53061 | 1.4011 |  3.5788 |  4.7855 |  9.0479 | 1.39512   |   0.305504 | 0.340964 | 7        |
| s        |   10.8 | TM1   |     0.4 | 2.6033   | 0.030386 | 0.007925 | 0        |         0 | 1.48931 | 1.2379 |  1.6983 |  2.708  |  7.7198 | 0.621337  |   0.258255 | 0.503875 | 7        |
| u        |   14.8 | TM1   |     0.4 | 4.30301  | 0.525532 | 0.24734  | 0.16603  |         0 | 1.67235 | 1.5177 |  2.9647 |  4.2706 | 10.5282 | 1.58831   |   0.346026 | 0.393656 | 7        |
| u        |   19.8 | TM1   |     0.4 | 4.32119  | 0.448047 | 0.26927  | 0.209684 |         4 | 1.60477 | 1.4064 |  4.5747 |  6.1014 | 13.6949 | 1.25812   |   0.326359 | 0.321611 | 1.38393  |
| s        |   17.8 | TM1   |     0.4 | 4.25325  | 0.541323 | 0.32916  | 0.243166 |         0 | 1.65899 | 1.4114 |  3.9267 |  5.163  |  9.295  | 1.86132   |   0.3039   | 0.411198 | 7        |
| u        |   11.8 | TM1   |     0.4 | 3.47206  | 0.14783  | 0.08735  | 0.045864 |         0 | 1.42093 | 1.3556 |  2.2501 |  3.3186 |  8.4811 | 1.02464   |   0.294576 | 0.270511 | 3.08234  |
| s        |   12.8 | TM1   |     0.4 | 3.46653  | 0.140674 | 0.086738 | 0.045039 |         0 | 1.42525 | 1.389  |  2.2465 |  3.3586 |  7.9062 | 1.06785   |   0.299552 | 0.259167 | 2.884    |
| s        |   18.8 | TM1   |     0.4 | 4.28404  | 0.360761 | 0.235726 | 0.186223 |         0 | 1.54048 | 1.4061 |  4.3016 |  5.5397 |  9.5085 | 1.35232   |   0.317252 | 0.347561 | 7        |
| u        |   16.8 | TM1   |     0.4 | 3.89406  | 0.67765  | 0.409148 | 0.290163 |         0 | 1.7476  | 1.4482 |  3.5086 |  4.9383 | 11.8599 | 1.9805    |   0.325269 | 0.412287 | 7        |
| u        |   15.8 | TM1   |     0.4 | 4.19015  | 0.631676 | 0.349745 | 0.250708 |         0 | 1.70187 | 1.4904 |  3.2118 |  4.5955 | 11.2031 | 1.72741   |   0.353967 | 0.364585 | 7        |
| s        |   20.8 | TM1   |     0.4 | 3.64864  | 0.918306 | 0.443117 | 0.314986 |         0 | 1.80184 | 1.5367 |  5.2555 |  6.4969 |  7.8476 | 1.31549   |   0.373546 | 0.368438 | 7        |
| s        |   19.8 | TM1   |     0.4 | 4.20394  | 0.331174 | 0.205387 | 0.156596 |         0 | 1.55428 | 1.446  |  4.7424 |  6.0176 |  8.5235 | 1.29827   |   0.341419 | 0.32914  | 7        |
| u        |   18.8 | TM1   |     0.4 | 4.27244  | 0.372826 | 0.230062 | 0.180434 |         0 | 1.57112 | 1.4814 |  4.052  |  5.6207 | 13.1763 | 1.37062   |   0.344327 | 0.272321 | 3.21461  |
| s        |   11.8 | TM1   |     0.4 | 2.62044  | 0.042166 | 0.009263 | 0        |         0 | 1.38275 | 1.3605 |  1.7486 |  2.7546 |  8.3039 | 0.606578  |   0.269807 | 0.422376 | 7        |
| u        |   13.8 | TM1   |     0.4 | 4.32208  | 0.490647 | 0.274028 | 0.184767 |         0 | 1.63333 | 1.4469 |  2.723  |  3.9519 |  9.8473 | 1.61359   |   0.336677 | 0.347076 | 7        |
| s        |   14.8 | TM1   |     0.4 | 4.31499  | 0.550197 | 0.258316 | 0.175741 |         0 | 1.68313 | 1.5414 |  2.8891 |  4.0645 |  8.4238 | 1.71269   |   0.338833 | 0.391517 | 7        |
| s        |   15.8 | TM1   |     0.4 | 4.30702  | 0.367098 | 0.250469 | 0.192288 |         0 | 1.54085 | 1.3511 |  3.2084 |  4.4204 |  8.6878 | 1.48733   |   0.27265  | 0.393732 | 7        |
| u        |   17.8 | TM1   |     0.4 | 4.31918  | 0.558263 | 0.264474 | 0.182798 |         0 | 1.68004 | 1.4756 |  3.784  |  5.2483 | 12.5493 | 1.34461   |   0.363632 | 0.306448 | 3.22795  |
| s        |   13.8 | TM1   |     0.4 | 4.19508  | 0.413662 | 0.202804 | 0.133168 |         0 | 1.63259 | 1.4245 |  2.5679 |  3.7163 |  8.1315 | 1.4444    |   0.330626 | 0.383235 | 6.83915  |
